date,location,new_cases,total_cases,new_deaths,total_deaths
2020-07-26,Maranhão,328,113891,25,2923
2020-07-26,Minas Gerais,2478,112571,25,2429
2020-07-26,Mato Grosso do Sul,288,21802,14,319
2020-07-26,Mato Grosso,384,43637,36,1616
2020-07-26,Pará,360,148823,13,5729
2020-07-26,Paraíba,430,76153,23,1698
2020-07-26,Pernambuco,1714,88466,53,6352
2020-07-26,Piauí,540,46584,16,1259
2020-07-26,Paraná,0,65593,18,1671
2020-07-26,Rio de Janeiro,32,156325,27,12835
2020-07-26,Rio Grande do Norte,331,47430,25,1703
2020-07-26,Rondônia,237,35810,4,814
2020-07-26,Roraima,73,29902,1,474
2020-07-26,Rio Grande do Sul,661,59779,17,1571
2020-07-26,Santa Catarina,1397,68730,27,907
2020-07-26,Sergipe,339,52603,11,1314
2020-07-26,São Paulo,4501,483982,89,21606
2020-07-26,Tocantins,339,22106,4,350
2020-07-27,Acre,38,18783,7,493
2020-07-27,Alagoas,828,56204,14,1514
2020-07-27,Amazonas,616,97079,7,3224
2020-07-27,Amapá,144,35364,2,556
2020-07-27,Bahia,930,149109,45,3227
2020-07-27,Ceará,343,162429,15,7509
2020-07-27,Distrito Federal,2148,98480,31,1339
2020-07-27,Espírito Santo,979,78180,26,2437
2020-07-27,Goiás,2793,59043,62,1457
2020-07-27,Maranhão,694,114585,20,2943
2020-07-27,Minas Gerais,1147,113718,32,2461
2020-07-27,Mato Grosso do Sul,641,22443,9,328
2020-07-27,Mato Grosso,1518,45155,48,1664
2020-07-27,Pará,1793,150616,24,5753
2020-07-27,Paraíba,540,76693,29,1727
2020-07-27,Pernambuco,666,89132,24,6376
2020-07-27,Piauí,967,47551,19,1278
2020-07-27,Paraná,2408,68001,32,1703
2020-07-27,Rio de Janeiro,1509,157834,41,12876
2020-07-27,Rio Grande do Norte,1085,48515,17,1720
2020-07-27,Rondônia,338,36148,16,830
2020-07-27,Roraima,414,30316,5,479
2020-07-27,Rio Grande do Sul,265,60044,40,1611
2020-07-27,Santa Catarina,1408,70138,17,924
2020-07-27,Sergipe,1009,53612,26,1340
2020-07-27,São Paulo,3672,487654,70,21676
2020-07-27,Tocantins,745,22851,7,357
2020-07-28,Acre,349,19132,7,500
2020-07-28,Alagoas,938,57142,13,1527
2020-07-28,Amazonas,1039,98118,12,3236
2020-07-28,Amapá,333,35697,2,558
2020-07-28,Bahia,4204,153313,43,3270
2020-07-28,Ceará,3274,165703,107,7616
2020-07-28,Distrito Federal,2246,100726,52,1391
2020-07-28,Espírito Santo,1288,79468,25,2462
2020-07-28,Goiás,2570,61613,44,1501
2020-07-28,Maranhão,1403,115988,16,2959
2020-07-28,Minas Gerais,2927,116645,90,2551
2020-07-28,Mato Grosso do Sul,968,23411,14,342
2020-07-28,Mato Grosso,1890,47045,36,1700
2020-07-28,Pará,1233,151849,-59,5694
2020-07-28,Paraíba,1482,78175,18,1745
2020-07-28,Pernambuco,546,89678,45,6421
2020-07-28,Piauí,1411,48962,14,1292
2020-07-28,Paraná,1392,69393,40,1743
2020-07-28,Rio de Janeiro,1805,159639,157,13033
2020-07-28,Rio Grande do Norte,679,49194,21,1741
2020-07-28,Rondônia,701,36849,10,840
2020-07-28,Roraima,680,30996,14,493
2020-07-28,Rio Grande do Sul,2303,62347,69,1680
2020-07-28,Santa Catarina,3633,73771,36,960
2020-07-28,Sergipe,1397,55009,19,1359
2020-07-28,São Paulo,12647,500301,383,22059
2020-07-28,Tocantins,666,23517,7,364
2020-07-29,Acre,234,19366,10,510
2020-07-29,Alagoas,982,58124,13,1540
2020-07-29,Amazonas,975,99093,10,3246
2020-07-29,Amapá,276,35973,1,559
2020-07-29,Bahia,4021,157334,51,3321
2020-07-29,Ceará,3435,169138,32,7648
2020-07-29,Distrito Federal,1616,102342,28,1419
2020-07-29,Espírito Santo,1179,80647,28,2490
2020-07-29,Goiás,2637,64250,53,1554
2020-07-29,Maranhão,1706,117694,19,2978
2020-07-29,Minas Gerais,2749,119394,57,2608
2020-07-29,Mato Grosso do Sul,876,24287,15,357
2020-07-29,Mato Grosso,1809,48854,52,1752
2020-07-29,Pará,1501,153350,5,5699
2020-07-29,Paraíba,1723,79898,21,1766
2020-07-29,Pernambuco,1858,91536,63,6484
2020-07-29,Piauí,1236,50198,12,1304
2020-07-29,Paraná,1527,70920,71,1814
2020-07-29,Rio de Janeiro,2008,161647,165,13198
2020-07-29,Rio Grande do Norte,618,49812,16,1757
2020-07-29,Rondônia,785,37634,15,855
2020-07-29,Roraima,459,31455,8,501
2020-07-29,Rio Grande do Sul,2149,64496,70,1750
2020-07-29,Santa Catarina,3230,77001,42,1002
2020-07-29,Sergipe,1205,56214,31,1390
2020-07-29,São Paulo,13896,514197,330,22389
2020-07-29,Tocantins,761,24278,4,368
2020-07-30,Acre,207,19573,11,521
2020-07-30,Alagoas,855,58979,14,1554
2020-07-30,Amazonas,1047,100140,6,3252
2020-07-30,Amapá,299,36272,2,561
2020-07-30,Bahia,4296,161630,70,3391
2020-07-30,Ceará,2427,171565,16,7664
2020-07-30,Distrito Federal,2100,104442,25,1444
2020-07-30,Espírito Santo,1239,81886,24,2514
2020-07-30,Goiás,2649,66899,52,1606
2020-07-30,Maranhão,1568,119262,18,2996
2020-07-30,Minas Gerais,4021,123415,84,2692
2020-07-30,Mato Grosso do Sul,649,24936,19,376
2020-07-30,Mato Grosso,1684,50538,42,1794
2020-07-30,Pará,1335,154685,29,5728
2020-07-30,Paraíba,1210,81108,19,1785
2020-07-30,Pernambuco,1837,93373,42,6526
2020-07-30,Piauí,1279,51477,25,1329
2020-07-30,Paraná,2568,73488,47,1861
2020-07-30,Rio de Janeiro,1995,163642,150,13348
2020-07-30,Rio Grande do Norte,751,50563,26,1783
2020-07-30,Rondônia,773,38407,9,864
2020-07-30,Roraima,561,32016,4,505
2020-07-30,Rio Grande do Sul,1977,66473,75,1825
2020-07-30,Santa Catarina,3903,80904,41,1043
2020-07-30,Sergipe,1470,57684,18,1408
2020-07-30,São Paulo,14809,529006,321,22710
2020-07-30,Tocantins,546,24824,13,381
2020-07-31,Acre,52,19625,10,531
2020-07-31,Alagoas,746,59725,13,1567
2020-07-31,Amazonas,800,100940,16,3268
2020-07-31,Amapá,196,36468,4,565
2020-07-31,Bahia,4524,166154,72,3463
2020-07-31,Ceará,3097,174662,28,7692
2020-07-31,Distrito Federal,1850,106292,25,1469
2020-07-31,Espírito Santo,1406,83292,30,2544
2020-07-31,Goiás,2350,69249,71,1677
2020-07-31,Maranhão,1399,120661,17,3013
2020-07-31,Minas Gerais,3691,127106,77,2769
2020-07-31,Mato Grosso do Sul,803,25739,13,389
2020-07-31,Mato Grosso,1540,52078,48,1842
2020-07-31,Pará,1368,156053,22,5750
2020-07-31,Paraíba,1686,82794,26,1811
2020-07-31,Pernambuco,1632,95005,31,6557
2020-07-31,Piauí,981,52458,25,1354
2020-07-31,Paraná,2624,76112,59,1920
2020-07-31,Rio de Janeiro,1853,165495,129,13477
2020-07-31,Rio Grande do Norte,1137,51700,102,1885
2020-07-31,Rondônia,585,38992,8,872
2020-07-31,Roraima,707,32723,8,513
2020-07-31,Rio Grande do Sul,219,66692,51,1876
2020-07-31,Santa Catarina,3169,84073,59,1102
2020-07-31,Sergipe,1029,58713,26,1434
2020-07-31,São Paulo,13298,542304,287,22997
2020-07-31,Tocantins,522,25346,9,390
2020-08-01,Acre,305,19930,4,535
2020-08-01,Alagoas,1267,60992,14,1581
2020-08-01,Amazonas,837,101777,10,3278
2020-08-01,Amapá,127,36595,3,568
2020-08-01,Bahia,2772,168926,54,3517
2020-08-01,Ceará,1709,176371,12,7704
2020-08-01,Distrito Federal,1630,107922,21,1490
2020-08-01,Espírito Santo,522,83814,21,2565
2020-08-01,Goiás,571,69820,14,1691
2020-08-01,Maranhão,920,121581,19,3032
2020-08-01,Minas Gerais,2879,129985,92,2861
2020-08-01,Mato Grosso do Sul,264,26003,15,404
2020-08-01,Mato Grosso,1073,53151,34,1876
2020-08-01,Pará,232,156285,23,5773
2020-08-01,Paraíba,667,83461,22,1833
2020-08-01,Pernambuco,1741,96746,40,6597
2020-08-01,Piauí,535,52993,15,1369
2020-08-01,Paraná,1818,77930,55,1975
2020-08-01,Rio de Janeiro,1718,167213,79,13556
2020-08-01,Rio Grande do Norte,288,51988,4,1889
2020-08-01,Rondônia,512,39504,9,881
2020-08-01,Roraima,428,33151,0,513
2020-08-01,Rio Grande do Sul,3764,70456,71,1947
2020-08-01,Santa Catarina,2849,86922,52,1154
2020-08-01,Sergipe,1011,59724,14,1448
2020-08-01,São Paulo,10014,552318,239,23236
2020-08-01,Tocantins,1088,26434,5,395
2020-08-02,Acre,36,19966,2,537
2020-08-02,Alagoas,1248,62240,13,1594
2020-08-02,Amazonas,347,102124,5,3283
2020-08-02,Amapá,44,36639,3,571
2020-08-02,Bahia,1550,170476,55,3572
2020-08-02,Ceará,402,176773,6,7710
2020-08-02,Distrito Federal,2106,110028,33,1523
2020-08-02,Espírito Santo,441,84255,13,2578
2020-08-02,Goiás,356,70176,10,1701
2020-08-02,Maranhão,372,121953,18,3050
2020-08-02,Minas Gerais,2816,132801,30,2891
2020-08-02,Mato Grosso do Sul,642,26645,17,421
2020-08-02,Mato Grosso,289,53440,26,1902
2020-08-02,Pará,220,156505,11,5784
2020-08-02,Paraíba,547,84008,17,1850
2020-08-02,Pernambuco,1224,97970,37,6634
2020-08-02,Piauí,231,53224,16,1385
2020-08-02,Paraná,1675,79605,30,2005
2020-08-02,Rio de Janeiro,12,167225,16,13572
2020-08-02,Rio Grande do Norte,196,52184,11,1900
2020-08-02,Rondônia,389,39893,3,884
2020-08-02,Roraima,37,33188,0,513
2020-08-02,Rio Grande do Sul,584,71040,27,1974
2020-08-02,Santa Catarina,1060,87982,21,1175
2020-08-02,Sergipe,311,60035,17,1465
2020-08-02,São Paulo,6367,558685,81,23317
2020-08-02,Tocantins,564,26998,7,402
2020-08-03,Acre,373,20339,2,539
2020-08-03,Alagoas,538,62778,13,1607
2020-08-03,Amazonas,262,102386,5,3288
2020-08-03,Amapá,165,36804,5,576
2020-08-03,Bahia,915,171391,52,3624
2020-08-03,Ceará,199,176972,51,7761
2020-08-03,Distrito Federal,2016,112044,23,1546
2020-08-03,Espírito Santo,960,85215,22,2600
2020-08-03,Goiás,76,70252,15,1716
2020-08-03,Maranhão,529,122482,19,3069
2020-08-03,Minas Gerais,942,133743,3,2894
2020-08-03,Mato Grosso do Sul,1033,27678,11,432
2020-08-03,Mato Grosso,1716,55156,25,1927
2020-08-03,Pará,1772,158277,15,5799
2020-08-03,Paraíba,203,84211,20,1870
2020-08-03,Pernambuco,431,98401,35,6669
2020-08-03,Piauí,1219,54443,16,1401
2020-08-03,Paraná,1260,80865,45,2050
2020-08-03,Rio de Janeiro,839,168064,32,13604
2020-08-03,Rio Grande do Norte,540,52724,32,1932
2020-08-03,Rondônia,123,40016,4,888
2020-08-03,Roraima,6,33194,15,528
2020-08-03,Rio Grande do Sul,439,71479,42,2016
2020-08-03,Santa Catarina,907,88889,21,1196
2020-08-03,Sergipe,444,60479,24,1489
2020-08-03,São Paulo,1533,560218,48,23365
2020-08-03,Tocantins,666,27664,6,408
2020-08-04,Acre,371,20710,6,545
2020-08-04,Alagoas,573,63351,14,1621
2020-08-04,Amazonas,883,103269,11,3299
2020-08-04,Amapá,195,36999,5,581
2020-08-04,Bahia,3998,175389,54,3678
2020-08-04,Ceará,3004,179976,60,7821
2020-08-04,Distrito Federal,1880,113924,26,1572
2020-08-04,Espírito Santo,994,86209,27,2627
2020-08-04,Goiás,4758,75010,101,1817
2020-08-04,Maranhão,1405,123887,16,3085
2020-08-04,Minas Gerais,1985,135728,149,3043
2020-08-04,Mato Grosso do Sul,637,28315,10,442
2020-08-04,Mato Grosso,1959,57115,70,1997
2020-08-04,Pará,2418,160695,19,5818
2020-08-04,Paraíba,1549,85760,31,1901
2020-08-04,Pernambuco,432,98833,48,6717
2020-08-04,Piauí,1275,55718,15,1416
2020-08-04,Paraná,1853,82718,78,2128
2020-08-04,Rio de Janeiro,847,168911,111,13715
2020-08-04,Rio Grande do Norte,925,53649,7,1939
2020-08-04,Rondônia,1223,41239,10,898
2020-08-04,Roraima,1102,34296,4,532
2020-08-04,Rio Grande do Sul,2139,73618,83,2099
2020-08-04,Santa Catarina,3268,92157,39,1235
2020-08-04,Sergipe,590,61069,20,1509
2020-08-04,São Paulo,15371,575589,337,23702
2020-08-04,Tocantins,648,28312,7,415
2020-08-05,Acre,323,21033,2,547
2020-08-05,Alagoas,843,64194,12,1633
2020-08-05,Amazonas,981,104250,18,3317
2020-08-05,Amapá,319,37318,7,588
2020-08-05,Bahia,4348,179737,58,3736
2020-08-05,Ceará,2477,182453,52,7873
2020-08-05,Distrito Federal,2042,115966,33,1605
2020-08-05,Espírito Santo,1034,87243,19,2646
2020-08-05,Goiás,3393,78403,71,1888
2020-08-05,Maranhão,1572,125459,18,3103
2020-08-05,Minas Gerais,3933,139661,152,3195
2020-08-05,Mato Grosso do Sul,786,29101,16,458
2020-08-05,Mato Grosso,1360,58475,16,2013
2020-08-05,Pará,2127,162822,17,5835
2020-08-05,Paraíba,1311,87071,21,1922
2020-08-05,Pernambuco,1488,100321,41,6758
2020-08-05,Piauí,1382,57100,20,1436
2020-08-05,Paraná,2599,85317,36,2164
2020-08-05,Rio de Janeiro,3768,172679,140,13855
2020-08-05,Rio Grande do Norte,619,54268,21,1960
2020-08-05,Rondônia,782,42021,20,918
2020-08-05,Roraima,633,34929,6,538
2020-08-05,Rio Grande do Sul,2945,76563,64,2163
2020-08-05,Santa Catarina,3253,95410,71,1306
2020-08-05,Sergipe,917,61986,16,1525
2020-08-05,São Paulo,9676,585265,407,24109
2020-08-05,Tocantins,1227,29539,13,428
2020-08-06,Acre,230,21263,5,552
2020-08-06,Alagoas,899,65093,10,1643
2020-08-06,Amazonas,804,105054,18,3335
2020-08-06,Amapá,417,37735,6,594
2020-08-06,Bahia,3953,183690,53,3789
2020-08-06,Ceará,1647,184100,48,7921
2020-08-06,Distrito Federal,2034,118000,46,1651
2020-08-06,Espírito Santo,1300,88543,20,2666
2020-08-06,Goiás,3316,81719,36,1924
2020-08-06,Maranhão,1606,127065,17,3120
2020-08-06,Minas Gerais,3167,142828,109,3304
2020-08-06,Mato Grosso do Sul,887,29988,23,481
2020-08-06,Mato Grosso,1934,60409,38,2051
2020-08-06,Pará,1937,164759,19,5854
2020-08-06,Paraíba,796,87867,23,1945
2020-08-06,Pernambuco,1074,101395,70,6828
2020-08-06,Piauí,1290,58390,16,1452
2020-08-06,Paraná,1952,87269,60,2224
2020-08-06,Rio de Janeiro,1385,174064,86,13941
2020-08-06,Rio Grande do Norte,613,54881,11,1971
2020-08-06,Rondônia,704,42725,5,923
2020-08-06,Roraima,611,35540,6,544
2020-08-06,Rio Grande do Sul,2274,78837,68,2231
2020-08-06,Santa Catarina,3224,98634,51,1357
2020-08-06,Sergipe,1742,63728,33,1558
2020-08-06,São Paulo,13405,598670,339,24448
2020-08-06,Tocantins,819,30358,9,437
2020-08-07,Acre,113,21376,4,556
2020-08-07,Alagoas,823,65916,11,1654
2020-08-07,Amazonas,803,105857,10,3345
2020-08-07,Amapá,229,37964,5,599
2020-08-07,Bahia,4202,187892,54,3843
2020-08-07,Ceará,2463,186563,25,7946
2020-08-07,Distrito Federal,1903,119903,31,1682
2020-08-07,Espírito Santo,1380,89923,32,2698
2020-08-07,Goiás,2456,84175,50,1974
2020-08-07,Maranhão,1781,128846,18,3138
2020-08-07,Minas Gerais,4495,147323,77,3381
2020-08-07,Mato Grosso do Sul,719,30707,11,492
2020-08-07,Mato Grosso,1939,62348,50,2101
2020-08-07,Pará,2340,167099,17,5871
2020-08-07,Paraíba,1250,89117,20,1965
2020-08-07,Pernambuco,1477,102872,39,6867
2020-08-07,Piauí,1181,59571,17,1469
2020-08-07,Paraná,2697,89966,121,2345
2020-08-07,Rio de Janeiro,1632,175696,87,14028
2020-08-07,Rio Grande do Norte,434,55315,5,1976
2020-08-07,Rondônia,665,43390,11,934
2020-08-07,Roraima,393,35933,3,547
2020-08-07,Rio Grande do Sul,189,79026,51,2282
2020-08-07,Santa Catarina,2948,101582,43,1400
2020-08-07,Sergipe,0,63728,0,1558
2020-08-07,São Paulo,9709,608379,287,24735
2020-08-07,Tocantins,745,31103,7,444
2020-08-08,Acre,122,21498,3,559
2020-08-08,Alagoas,832,66748,11,1665
2020-08-08,Amazonas,571,106428,10,3355
2020-08-08,Amapá,175,38139,2,601
2020-08-08,Bahia,3509,191401,56,3899
2020-08-08,Ceará,1726,188289,8,7954
2020-08-08,Distrito Federal,1921,121824,30,1712
2020-08-08,Espírito Santo,1223,91146,22,2720
2020-08-08,Goiás,788,84963,43,2017
2020-08-08,Maranhão,854,129700,16,3154
2020-08-08,Minas Gerais,3400,150723,68,3449
2020-08-08,Mato Grosso do Sul,637,31344,17,509
2020-08-08,Mato Grosso,988,63336,24,2125
2020-08-08,Pará,543,167642,14,5885
2020-08-08,Paraíba,776,89893,18,1983
2020-08-08,Pernambuco,1241,104113,53,6920
2020-08-08,Piauí,411,59982,11,1480
2020-08-08,Paraná,1161,91127,-26,2319
2020-08-08,Rio de Janeiro,2828,178524,42,14070
2020-08-08,Rio Grande do Norte,0,55315,0,1976
2020-08-08,Rondônia,476,43866,6,940
2020-08-08,Roraima,454,36387,0,547
2020-08-08,Rio Grande do Sul,4569,83595,64,2346
2020-08-08,Santa Catarina,3167,104749,19,1419
2020-08-08,Sergipe,543,64271,19,1577
2020-08-08,São Paulo,13352,621731,281,25016
2020-08-08,Tocantins,560,31663,7,451
2020-08-09,Acre,89,21587,2,561
2020-08-09,Alagoas,865,67613,12,1677
2020-08-09,Amazonas,522,106950,4,3359
2020-08-09,Amapá,69,38208,1,602
2020-08-09,Bahia,1628,193029,54,3953
2020-08-09,Ceará,349,188638,25,7979
2020-08-09,Distrito Federal,1233,123057,19,1731
2020-08-09,Espírito Santo,645,91791,15,2735
2020-08-09,Goiás,191,85154,3,2020
2020-08-09,Maranhão,436,130136,15,3169
2020-08-09,Minas Gerais,3204,153927,88,3537
2020-08-09,Mato Grosso do Sul,395,31739,14,523
2020-08-09,Mato Grosso,344,63680,22,2147
2020-08-09,Pará,509,168151,8,5893
2020-08-09,Paraíba,189,90082,17,2000
2020-08-09,Pernambuco,1268,105381,50,6970
2020-08-09,Piauí,196,60178,23,1503
2020-08-09,Paraná,1739,92866,26,2345
2020-08-09,Rio de Janeiro,326,178850,10,14080
2020-08-09,Rio Grande do Norte,302,55617,7,1983
2020-08-09,Rondônia,144,44010,3,943
2020-08-09,Roraima,62,36449,0,547
2020-08-09,Rio Grande do Sul,396,83991,14,2360
2020-08-09,Santa Catarina,1186,105935,26,1445
2020-08-09,Sergipe,422,64693,12,1589
2020-08-09,São Paulo,5395,627126,98,25114
2020-08-09,Tocantins,626,32289,10,461
2020-08-10,Acre,32,21619,1,562
2020-08-10,Alagoas,624,68237,11,1688
2020-08-10,Amazonas,247,107197,25,3384
2020-08-10,Amapá,191,38399,1,603
2020-08-10,Bahia,1068,194097,58,4011
2020-08-10,Ceará,385,189023,15,7994
2020-08-10,Distrito Federal,3012,126069,31,1762
2020-08-10,Espírito Santo,1278,93069,29,2764
2020-08-10,Goiás,3419,88573,52,2072
2020-08-10,Maranhão,430,130566,18,3187
2020-08-10,Minas Gerais,1148,155075,60,3597
2020-08-10,Mato Grosso do Sul,823,32562,21,544
2020-08-10,Mato Grosso,1666,65346,57,2204
2020-08-10,Pará,1462,169613,8,5901
2020-08-10,Paraíba,284,90366,23,2023
2020-08-10,Pernambuco,0,105381,0,6970
2020-08-10,Piauí,966,61144,23,1526
2020-08-10,Paraná,1507,94373,53,2398
2020-08-10,Rio de Janeiro,1166,180016,28,14108
2020-08-10,Rio Grande do Norte,2515,58132,36,2019
2020-08-10,Rondônia,362,44372,1,944
2020-08-10,Roraima,557,37006,4,551
2020-08-10,Rio Grande do Sul,43,84034,57,2417
2020-08-10,Santa Catarina,993,106928,96,1541
2020-08-10,Sergipe,281,64974,25,1614
2020-08-10,São Paulo,1289,628415,37,25151
2020-08-10,Tocantins,758,33047,13,474
2020-08-11,Acre,138,21757,3,565
2020-08-11,Alagoas,698,68935,12,1700
2020-08-11,Amazonas,908,108105,21,3405
2020-08-11,Amapá,237,38636,1,604
2020-08-11,Bahia,4670,198767,56,4067
2020-08-11,Ceará,2517,191540,49,8043
2020-08-11,Distrito Federal,1415,127484,53,1815
2020-08-11,Espírito Santo,1409,94478,19,2783
2020-08-11,Goiás,3276,91849,50,2122
2020-08-11,Maranhão,1494,132060,17,3204
2020-08-11,Minas Gerais,1476,156551,16,3613
2020-08-11,Mato Grosso do Sul,947,33509,14,558
2020-08-11,Mato Grosso,1798,67144,35,2239
2020-08-11,Pará,2265,171878,8,5909
2020-08-11,Paraíba,1453,91819,23,2046
2020-08-11,Pernambuco,601,105982,38,7008
2020-08-11,Piauí,1321,62465,22,1548
2020-08-11,Paraná,1570,95943,47,2445
2020-08-11,Rio de Janeiro,2547,182563,104,14212
2020-08-11,Rio Grande do Norte,-1362,56770,6,2025
2020-08-11,Rondônia,1096,45468,22,966
2020-08-11,Roraima,573,37579,4,555
2020-08-11,Rio Grande do Sul,3381,87415,55,2472
2020-08-11,Santa Catarina,2594,109522,78,1619
2020-08-11,Sergipe,481,65455,19,1633
2020-08-11,São Paulo,11147,639562,420,25571
2020-08-11,Tocantins,719,33766,8,482
2020-08-12,Acre,236,21993,4,569
2020-08-12,Alagoas,816,69751,11,1711
2020-08-12,Amazonas,815,108920,12,3417
2020-08-12,Amapá,165,38801,2,606
2020-08-12,Bahia,4253,203020,37,4104
2020-08-12,Ceará,1112,192652,33,8076
2020-08-12,Distrito Federal,1700,129184,55,1870
2020-08-12,Espírito Santo,1275,95753,21,2804
2020-08-12,Goiás,3328,95177,60,2182
2020-08-12,Maranhão,1205,133265,11,3215
2020-08-12,Minas Gerais,3934,160485,170,3783
2020-08-12,Mato Grosso do Sul,1050,34559,12,570
2020-08-12,Mato Grosso,1941,69085,25,2264
2020-08-12,Pará,1747,173625,8,5917
2020-08-12,Paraíba,1078,92897,25,2071
2020-08-12,Pernambuco,1393,107375,41,7049
2020-08-12,Piauí,1197,63662,18,1566
2020-08-12,Paraná,1842,97785,71,2516
2020-08-12,Rio de Janeiro,3047,185610,83,14295
2020-08-12,Rio Grande do Norte,502,57272,17,2042
2020-08-12,Rondônia,593,46061,15,981
2020-08-12,Roraima,691,38270,6,561
2020-08-12,Rio Grande do Sul,2634,90049,68,2540
2020-08-12,Santa Catarina,2879,112401,18,1637
2020-08-12,Sergipe,410,65865,20,1653
2020-08-12,São Paulo,15619,655181,298,25869
2020-08-12,Tocantins,643,34409,11,493
2020-08-13,Acre,249,22242,5,574
2020-08-13,Alagoas,878,70629,10,1721
2020-08-13,Amazonas,882,109802,18,3435
2020-08-13,Amapá,214,39015,3,609
2020-08-13,Bahia,3935,206955,98,4202
2020-08-13,Ceará,2646,195298,37,8113
2020-08-13,Distrito Federal,1986,131170,35,1905
2020-08-13,Espírito Santo,1196,96949,19,2823
2020-08-13,Goiás,3245,98422,56,2238
2020-08-13,Maranhão,928,134193,13,3228
2020-08-13,Minas Gerais,4430,164915,63,3846
2020-08-13,Mato Grosso do Sul,875,35434,21,591
2020-08-13,Mato Grosso,1623,70708,38,2302
2020-08-13,Pará,1983,175608,7,5924
2020-08-13,Paraíba,897,93794,21,2092
2020-08-13,Pernambuco,1467,108842,35,7084
2020-08-13,Piauí,933,64595,15,1581
2020-08-13,Paraná,1882,99667,60,2576
2020-08-13,Rio de Janeiro,2475,188085,117,14412
2020-08-13,Rio Grande do Norte,392,57664,5,2047
2020-08-13,Rondônia,615,46676,12,993
2020-08-13,Roraima,627,38897,4,565
2020-08-13,Rio Grande do Sul,2511,92560,44,2584
2020-08-13,Santa Catarina,2631,115032,59,1696
2020-08-13,Sergipe,945,66810,17,1670
2020-08-13,São Paulo,19274,674455,455,26324
2020-08-13,Tocantins,994,35403,7,500
2020-08-14,Acre,193,22435,2,576
2020-08-14,Alagoas,603,71232,11,1732
2020-08-14,Amazonas,975,110777,20,3455
2020-08-14,Amapá,229,39244,3,612
2020-08-14,Bahia,4038,210993,69,4271
2020-08-14,Ceará,1369,196667,14,8127
2020-08-14,Distrito Federal,1996,133166,30,1935
2020-08-14,Espírito Santo,1157,98106,26,2849
2020-08-14,Goiás,2475,100897,48,2286
2020-08-14,Maranhão,1131,135324,12,3240
2020-08-14,Minas Gerais,3513,168428,97,3943
2020-08-14,Mato Grosso do Sul,1108,36542,7,598
2020-08-14,Mato Grosso,1433,72141,34,2336
2020-08-14,Pará,1402,177010,8,5932
2020-08-14,Paraíba,866,94660,21,2113
2020-08-14,Pernambuco,1567,110409,27,7111
2020-08-14,Piauí,1043,65638,13,1594
2020-08-14,Paraná,2177,101844,36,2612
2020-08-14,Rio de Janeiro,1806,189891,95,14507
2020-08-14,Rio Grande do Norte,196,57860,21,2068
2020-08-14,Rondônia,612,47288,8,1001
2020-08-14,Roraima,500,39397,3,568
2020-08-14,Rio Grande do Sul,2582,95142,47,2631
2020-08-14,Santa Catarina,3151,118183,46,1742
2020-08-14,Sergipe,415,67225,14,1684
2020-08-14,São Paulo,11667,686122,289,26613
2020-08-14,Tocantins,1075,36478,6,506
2020-08-15,Acre,81,22516,0,576
2020-08-15,Alagoas,844,72076,10,1742
2020-08-15,Amazonas,464,111241,8,3463
2020-08-15,Amapá,187,39431,1,613
2020-08-15,Bahia,3386,214379,67,4338
2020-08-15,Ceará,714,197381,2,8129
2020-08-15,Distrito Federal,1848,135014,23,1958
2020-08-15,Espírito Santo,659,98765,14,2863
2020-08-15,Goiás,393,101290,28,2314
2020-08-15,Maranhão,956,136280,13,3253
2020-08-15,Minas Gerais,3086,171514,101,4044
2020-08-15,Mato Grosso do Sul,294,36836,28,626
2020-08-15,Mato Grosso,650,72791,27,2363
2020-08-15,Pará,959,177969,8,5940
2020-08-15,Paraíba,928,95588,25,2138
2020-08-15,Pernambuco,1364,111773,45,7156
2020-08-15,Piauí,440,66078,14,1608
2020-08-15,Paraná,1927,103771,53,2665
2020-08-15,Rio de Janeiro,723,190614,19,14526
2020-08-15,Rio Grande do Norte,0,57860,0,2068
2020-08-15,Rondônia,364,47652,11,1012
2020-08-15,Roraima,226,39623,0,568
2020-08-15,Rio Grande do Sul,2303,97445,16,2647
2020-08-15,Santa Catarina,1818,120001,25,1767
2020-08-15,Sergipe,476,67701,12,1696
2020-08-15,São Paulo,11408,697530,167,26780
2020-08-15,Tocantins,511,36989,5,511
2020-08-16,Acre,32,22548,0,576
2020-08-16,Alagoas,658,72734,11,1753
2020-08-16,Amazonas,671,111912,20,3483
2020-08-16,Amapá,87,39518,0,613
2020-08-16,Bahia,1651,216030,68,4406
2020-08-16,Ceará,310,197691,4,8133
2020-08-16,Distrito Federal,1453,136467,18,1976
2020-08-16,Espírito Santo,815,99580,11,2874
2020-08-16,Goiás,629,101919,16,2330
2020-08-16,Maranhão,573,136853,11,3264
2020-08-16,Minas Gerais,2888,174402,88,4132
2020-08-16,Mato Grosso do Sul,589,37425,14,640
2020-08-16,Mato Grosso,324,73115,14,2377
2020-08-16,Pará,406,178375,5,5945
2020-08-16,Paraíba,445,96033,24,2162
2020-08-16,Pernambuco,1185,112958,32,7188
2020-08-16,Piauí,237,66315,11,1619
2020-08-16,Paraná,1335,105106,26,2691
2020-08-16,Rio de Janeiro,3665,194279,36,14562
2020-08-16,Rio Grande do Norte,235,58095,19,2087
2020-08-16,Rondônia,185,47837,1,1013
2020-08-16,Roraima,42,39665,0,568
2020-08-16,Rio Grande do Sul,432,97877,42,2689
